0,105;0,0389793
0,21;0,113625
0,315;0,446204
0,42;1,59826
0,525;2,44998
0,63;2,85741
0,735;8,78356
0,84;23,3536
0,945;82,9143
1,05;293,797
1,155;1.070,16
1,26;3.897,9
1,365;14.227,5
1,47;51.931
1,575;189.580
1,68;692.085
1,785;2,52657e+06
1,89;9,22364e+06
1,995;3,36724e+07
2,1;1,22927e+08
2,205;4,48764e+08
2,31;1,63829e+09
2,415;5,98084e+09
2,52;2,1834e+10
2,625;7,97087e+10
2,73;2,9099e+11
2,835;1,06231e+12
2,94;3,87812e+12
3,045;1,41577e+13
3,15;5,16851e+13
3,255;1,88685e+14
3,36;6,88826e+14
3,465;2,51467e+15
3,57;9,18023e+15
3,675;3,35139e+16
3,78;1,22348e+17
3,885;4,46652e+17
3,99;1,63058e+18
4,095;5,95269e+18
4,2;2,17313e+19
4,305;7,93335e+19
4,41;2,8962e+20
4,515;1,05731e+21
4,62;3,85987e+21
4,725;1,40911e+22
4,83;5,14418e+22
4,935;1,87797e+23
5,04;6,85584e+23
5,145;2,50284e+24
5,25;9,13701e+24
5,355;3,33562e+25
5,46;1,21772e+26
5,565;4,44549e+26
5,67;1,6229e+27
5,775;5,92467e+27
5,88;2,1629e+28
5,985;7,89601e+28
6,09;2,88257e+29
6,195;1,05233e+30
6,3;3,8417e+30
6,405;1,40248e+31
6,51;5,11997e+31
6,615;1,86913e+32
6,72;6,82356e+32
6,825;2,49105e+33
6,93;9,094e+33
7,035;3,31992e+34
7,14;1,21199e+35
7,245;4,42457e+35
7,35;1,61526e+36
7,455;5,89678e+36
7,56;2,15272e+37
7,665;7,85884e+37
7,77;2,869e+38
7,875;1,04738e+39
7,98;3,82362e+39
8,085;1,39587e+40
8,19;5,09587e+40
8,295;1,86033e+41
8,4;6,79144e+41
8,505;2,47933e+42
8,61;9,0512e+42
8,715;3,30429e+43
8,82;1,20628e+44
8,925;4,40374e+44
9,03;1,60766e+45
9,135;5,86902e+45
9,24;2,14258e+46
9,345;7,82185e+46
9,45;2,8555e+47
9,555;1,04245e+48
9,66;3,80562e+48
9,765;1,3893e+49
9,87;5,07188e+49
9,975;1,85157e+50
10,08;6,75948e+50
10,185;2,46766e+51
10,29;9,00859e+51
10,395;3,28873e+52
10,5;1,20061e+53
10,605;4,38301e+53
10,71;1,60009e+54
10,815;5,84139e+54
10,92;2,1325e+55
11,025;7,78503e+55
11,13;2,84205e+56
11,235;1,03754e+57
11,34;3,78771e+57
11,445;1,38276e+58
11,55;5,04801e+58
11,655;1,84286e+59
11,76;6,72766e+59
11,865;2,45604e+60
11,97;8,96619e+60
