0,0675;0
0,135;0,0322176
0,2025;0,0267003
0,27;0,00312264
0,3375;0,00725352
0,405;0,0339575
0,4725;0,0194752
0,54;0,003547
0,6075;0,0142261
0,675;0,0331687
0,7425;0,0129514
0,81;0,0016765
0,8775;0,020136
0,945;0,0303703
1,0125;0,00778674
1,08;0,00188043
1,1475;0,0244592
1,215;0,0262331
1,2825;0,0043666
1,35;0,00641715
1,4175;0,0269485
1,485;0,0214742
1,5525;0,00280426
1,62;0,0112294
1,6875;0,0276164
1,755;0,0167641
1,8225;0,00297299
1,89;0,0156987
1,9575;0,0266899
2,025;0,0126547
2,0925;0,00456154
2,16;0,0193512
2,2275;0,0245474
2,295;0,00953343
2,3625;0,0071422
2,43;0,02189
2,4975;0,0216481
2,565;0,00760534
2,6325;0,0102412
2,7;0,0232006
2,7675;0,0184641
2,835;0,00689896
2,9025;0,0134029
2,97;0,0233338
3,0375;0,0154219
3,105;0,00729278
3,1725;0,0162408
3,24;0,0224717
3,3075;0,0128593
3,375;0,00855491
3,4425;0,0184719
3,51;0,0208843
3,5775;0,0110005
3,645;0,0103892
3,7125;0,0199329
3,78;0,0188823
3,8475;0,00994799
3,915;0,0124813
3,9825;0,0205798
4,05;0,0167736
4,1175;0,00969137
4,185;0,0145391
4,2525;0,0204725
4,32;0,0148268
4,3875;0,0101273
4,455;0,0163237
4,5225;0,0197506
4,59;0,0132461
4,6575;0,0110873
4,725;0,0176688
4,7925;0,0186034
4,86;0,012158
4,9275;0,0123693
4,995;0,0184884
5,0625;0,0172388
5,13;0,011609
5,1975;0,0137665
5,265;0,0187734
5,3325;0,0158556
5,4;0,0115736
5,4675;0,0150935
5,535;0,01858
5,6025;0,0146215
5,67;0,0119698
5,7375;0,0162042
5,805;0,0180115
5,8725;0,0136581
5,94;0,0126777
6,0075;0,0170031
6,075;0,0171986
6,1425;0,0130344
6,21;0,0135607
6,2775;0,0174474
6,345;0,0162792
6,4125;0,0127674
6,48;0,0144845
6,5475;0,0175442
6,615;0,0153804
6,6825;0,012829
6,75;0,0153323
6,8175;0,0173402
6,885;0,0146057
6,9525;0,0131564
7,02;0,0160161
7,0875;0,0169104
7,155;0,0140263
7,2225;0,0136661
7,29;0,0164821
7,3575;0,0163439
7,425;0,0136782
7,4925;0,0142668
7,56;0,0167117
7,6275;0,0157309
7,695;0,013564
7,7625;0,0148717
7,83;0,0167172
7,8975;0,0151523
7,965;0,0136578
8,0325;0,0154082
8,1;0,0165357
8,1675;0,014671
8,235;0,0139136
8,3025;0,0158241
8,37;0,0162202
8,4375;0,0143278
8,505;0,0142736
8,5725;0,0160901
8,64;0,0158308
8,7075;0,0141405
8,775;0,0146776
8,8425;0,0161999
8,91;0,0154262
8,9775;0,0141049
9,045;0,01507
9,1125;0,0161666
9,18;0,0150572
9,2475;0,0141999
9,315;0,0154062
9,3825;0,0160183
9,45;0,0147615
9,5175;0,0143922
9,585;0,0156557
9,6525;0,015792
9,72;0,014562
9,7875;0,0146425
9,855;0,0158033
9,9225;0,0155277
9,99;0,0144662
10,0575;0,0149113
10,125;0,0158487
10,1925;0,0152632
10,26;0,0144682
10,3275;0,0151635
10,395;0,0158037
10,4625;0,01503
10,53;0,0145512
10,5975;0,015372
10,665;0,0156887
10,7325;0,0148506
10,8;0,0146916
10,8675;0,0155193
10,935;0,0155294
11,0025;0,0147372
11,07;0,0148633
11,1375;0,0155982
11,205;0,0153519
11,2725;0,0146923
11,34;0,0150404
11,4075;0,0156108
11,475;0,0151806
11,5425;0,0147096
11,61;0,015201
11,6775;0,0155667
11,745;0,0150348
11,8125;0,0147766
11,88;0,0153288
11,9475;0,0154808
