0,08;0,0226274
0,16;0,0023975
0,24;0,0193407
0,32;0,00629719
0,4;0,0151103
0,48;0,0105864
0,56;0,0110092
0,64;0,0142884
0,72;0,00787313
0,8;0,0167407
0,88;0,00617185
0,96;0,0176729
1,04;0,00598194
1,12;0,0171864
1,2;0,00704767
1,28;0,015661
1,36;0,00889967
1,44;0,0136201
1,52;0,0109953
1,6;0,0115931
1,68;0,0128469
1,76;0,0100029
1,84;0,0141134
1,92;0,00909792
2;0,0146433
2,08;0,00893417
2,16;0,0144694
2,24;0,00940107
2,32;0,0137659
2,4;0,0102772
2,48;0,0127841
2,56;0,0112986
2,64;0,0117846
2,72;0,0122224
2,8;0,0109807
2,88;0,0128737
2,96;0,0105029
3,04;0,013169
3,12;0,0103878
3,2;0,013116
3,28;0,0105886
3,36;0,0127939
3,44;0,0110014
3,52;0,012323
3,6;0,011498
3,68;0,0118313
3,76;0,0119577
3,84;0,011426
3,92;0,0122913
4;0,0111754
4,08;0,0124534
4,16;0,0111019
4,24;0,0124434
4,32;0,0111862
4,4;0,0122972
4,48;0,0113797
4,56;0,012072
4,64;0,0116206
4,72;0,0118307
4,8;0,0118488
4,88;0,011627
4,96;0,0120191
5,04;0,0114963
5,12;0,0121069
5,2;0,0114518
5,28;0,01211
5,36;0,011486
5,44;0,0120442
5,52;0,0115764
5,6;0,011937
5,68;0,0116928
5,76;0,0118188
5,84;0,0118059
5,92;0,0117166
6;0,0118925
6,08;0,0116489
6,16;0,0119396
6,24;0,0116229
6,32;0,0119451
6,4;0,0116361
6,48;0,0119159
6,56;0,011678
6,64;0,0118649
6,72;0,0117342
6,8;0,0118072
6,88;0,0117901
6,96;0,0117561
7,04;0,011834
7,12;0,0117211
7,2;0,0118591
7,28;0,0117064
7,36;0,0118637
7,44;0,0117111
7,52;0,0118509
7,6;0,0117304
7,68;0,0118268
7,76;0,0117574
7,84;0,0117987
7,92;0,011785
8;0,0117732
8,08;0,0118072
8,16;0,0117552
8,24;0,0118204
8,32;0,011747
8,4;0,0118236
8,48;0,0117484
8,56;0,0118181
8,64;0,0117573
8,72;0,0118068
8,8;0,0117702
8,88;0,0117931
8,96;0,0117838
9,04;0,0117804
9,12;0,011795
9,2;0,0117712
9,28;0,0118019
9,36;0,0117667
9,44;0,0118039
9,52;0,011767
9,6;0,0118016
9,68;0,011771
9,76;0,0117963
9,84;0,0117772
9,92;0,0117897
10;0,0117838
10,08;0,0117834
10,16;0,0117894
10,24;0,0117787
10,32;0,0117931
10,4;0,0117763
10,48;0,0117943
10,56;0,0117762
10,64;0,0117934
10,72;0,011778
10,8;0,0117909
10,88;0,0117809
10,96;0,0117877
11,04;0,0117842
11,12;0,0117846
11,2;0,011787
11,28;0,0117822
11,36;0,0117889
11,44;0,0117809
11,52;0,0117896
11,6;0,0117807
11,68;0,0117892
11,76;0,0117815
11,84;0,0117881
11,92;0,0117829
